days_passed,new_cases,total_cases,new_cases_smoothed,total_cases_smoothed,new_deaths,total_deaths,new_deaths_smoothed,total_deaths_smoothed,new_vaccinations_smoothed,total_vaccinations,total_vaccinations_smooth,new_people_vaccinated_smoothed,total_people_vaccinated,total_people_vaccinated_smooth,people_fully_vaccinated,people_fully_vaccinated_smooth,total_boosters,total_boosters_smooth,reproduction_rate,excess_mortality,icu_patients,hosp_patients,weekly_icu_admissions,weekly_hosp_admissions
471,0.0,23341992.0,130607.28600000001,22690549.654,0.0,726007.0,4814.858,701932.8870000001,1304924.0,65796570.0,62612515.0,1304924.0,46621086.0,62612515.0,19175361.0,19175947.5,177.0,179.0,0.0006591621213879541,-0.13927991180225135,7722.0,456.0,1539.0,4114.0
472,0.0,23341992.0,130607.28600000001,22821156.940000005,0.0,726007.0,4814.858,706747.7450000001,1291126.0,67353489.0,63903641.0,1291126.0,47395067.0,63903641.0,19958296.0,19959028.875,192.0,194.0,0.0006568411280027853,-0.13927991180225135,7792.0,456.0,1532.0,4071.0
473,0.0,23341992.0,130607.28600000001,22951764.226000004,0.0,726007.0,4814.858,711562.6029999999,1238403.0,68563967.0,65142044.0,1238403.0,48111395.0,65142044.0,20452447.0,20453326.25,193.0,195.0,0.0006504583961935709,-0.13927991180225135,7947.0,456.0,1536.0,4009.0
474,0.0,23341992.0,130607.28600000001,23082371.512000006,0.0,726007.0,4814.858,716377.461,1231826.0,69997335.0,66373870.0,1231826.0,48838849.0,66373870.0,21158359.0,21159384.625,201.0,203.0,0.0006446559127306487,-0.13927991180225135,8220.0,456.0,1511.0,3970.0
475,0.0,23341992.0,130607.28600000001,23212978.798,0.0,726007.0,4814.858,721192.3190000001,1362710.0,72459344.0,67736580.0,1362710.0,50168588.0,67736580.0,22290626.0,22290627.0,211.0,213.0,0.00063711268422885,-0.13927991180225135,8250.0,456.0,1517.0,3926.0
476,0.0,23341992.0,130607.28600000001,23343586.084000003,0.0,726007.0,4814.858,726007.1769999998,1329917.0,73159092.0,69066497.0,1329917.0,50575271.0,69066497.0,22583691.0,22584035.0,212.0,214.0,0.0006307299524196357,-0.13927991180225135,8286.0,456.0,1501.0,3898.0
477,863750.0,24205742.0,123392.858,23466978.942000013,32243.0,758250.0,4606.142,730613.3190000001,1316949.0,73420287.0,70383446.0,1316949.0,50743941.0,70383446.0,22676216.0,22676903.0,215.0,217.0,0.0006243472206104213,-0.1383178600440989,8349.0,456.0,1482.0,3912.0
478,0.0,24205742.0,123392.858,23590371.800000012,0.0,758250.0,4606.142,735219.4610000002,1341029.0,75104279.0,71724475.0,1341029.0,51608147.0,71724475.0,23495998.0,23528404.0,223.0,225.0,0.0006202854821863758,-0.1383178600440989,8453.0,456.0,1450.0,3864.0
479,0.0,24205742.0,123392.858,23713764.658000015,0.0,758250.0,4606.142,739825.6030000002,1416888.0,77282193.0,73141363.0,1416888.0,52690345.0,73141363.0,24591711.0,24591712.0,228.0,230.0,0.0006144829987234536,-0.1383178600440989,8594.0,456.0,1418.0,3831.0
480,0.0,24205742.0,123392.858,23837157.516000014,0.0,758250.0,4606.142,744431.7450000003,1487783.0,78990630.0,74629146.0,1487783.0,53535478.0,74629146.0,25455014.0,25455015.0,231.0,233.0,0.0006115817569919925,-0.1383178600440989,8608.0,456.0,1398.0,3807.0
